FID,CODCALLE,TEXTO,GRUPO,CAPACIDAD,PTO_REC,UTM_X,UTM_Y,GRAD_X,GRAD_Y
218.0,50711,CTRA DEL SOBRADILLO,1.0,3000.0,E0228,370465.994043,3146641.38813,-16.3227855624,28.4398574964
219.0,50711,CTRA DEL SOBRADILLO,1.0,3000.0,E0229,370138.51389,3146573.85591,-16.3261214148,28.4392155264
220.0,50711,CTRA DEL SOBRADILLO,1.0,3000.0,E0230,369953.355693,3146748.71309,-16.3280315091,28.440775053
221.0,52095,CALLE SAN FRANCISCO DE PAULA (LLANO DEL MORO),1.0,3000.0,E0231,369418.425388,3147080.32327,-16.3335305227,28.4437141819
222.0,52137,"CALLE LA ZAPATERA, (LLANO DEL MORO)",1.0,3000.0,E0232,369799.815965,3147708.89833,-16.3297074916,28.4494247164
223.0,52137,"CALLE LA ZAPATERA, (LLANO DEL MORO)",1.0,3000.0,E0233,369964.74184,3147611.39743,-16.3280125151,28.4485612892
224.0,10495,CALLE 122,1.0,3000.0,E0234,369889.885318,3147476.423,-16.3287616068,28.4473357814
225.0,50711,CTRA DEL SOBRADILLO,1.0,3000.0,E0235,369381.734775,3146923.87,-16.3338874173,28.4422986357
226.0,52547,CALLE GIRASOL,1.0,3000.0,E0237,370971.31339,3145317.53494,-16.3174784149,28.4279606598
227.0,51455,CALLE LOS DESAMPARADOS,1.0,3000.0,E0238,371108.094871,3145643.2263,-16.3161184432,28.4309133165
228.0,11043,CALLE PRIMERA LA MONJA,1.0,3000.0,E0239,371496.593152,3146129.85605,-16.312206515,28.4353431242
229.0,57274,CTRA GENERAL DEL SUR,1.0,3000.0,E0240,371611.27656,3145935.09312,-16.3110140149,28.4335967984
230.0,51834,CALLE RUISEÑOR,1.0,3000.0,E0241,371835.565238,3146074.26906,-16.3087396858,28.4348748086
231.0,10109,CALLE ROBERTO SANCHEZ SUAREZ,1.0,3000.0,E0242,372713.114243,3146997.40927,-16.299882414,28.4432914356
232.0,50115,CALLE LOS ESTUDIANTES,1.0,3000.0,E0243,372272.610832,3147226.9567,-16.3044053978,28.4453199176
233.0,50533,CALLE DOCTOR JOSE SAEZ Y SAENZ DIEZ,1.0,3000.0,E0244,372259.991168,3146507.96522,-16.3044546326,28.4388302409
234.0,10042,CALLE EL BUHO,1.0,3000.0,E0245,371965.607857,3146211.27805,-16.3074272521,28.4361239873
235.0,57274,CTRA GENERAL DEL SUR,1.0,3000.0,E0246,370671.82977,3144553.02364,-16.3204500679,28.421031833
236.0,52315,CALLE AMAPOLA,1.0,3000.0,E0247,370479.190937,3144363.85269,-16.3223952796,28.419305606
237.0,52772,CALLE TULIPAN,1.0,3000.0,E0248,370600.009933,3144445.07815,-16.3211710989,28.4200505846
238.0,52717,CALLE PETUNIA,1.0,3000.0,E0249,369784.563092,3144297.11114,-16.3294782778,28.4186342573
239.0,52226,CALLE PARTE CAMINOS,1.0,3000.0,E0250,370771.28511,3144730.97587,-16.3194547566,28.4226475767
240.0,52211,CALLE ORQUIDEA,1.0,3000.0,E0251,370740.004209,3145048.74233,-16.3198096449,28.4255121121
241.0,52211,CALLE ORQUIDEA,1.0,3000.0,E0253,370803.97739,3144999.12946,-16.319151037,28.4250707189
242.0,52184,CALLE EL HUMILLADERO,1.0,3000.0,E0254,370283.488517,3145100.37047,-16.3244756805,28.4259327597
243.0,10847,CALLE EL GARABATO,2.0,3000.0,E0255,370574.1,3147194.24,-16.3217438654,28.4448573226
244.0,54612,CALLE COLUMBRETE,1.0,3000.0,E0256,371948.438831,3145128.94807,-16.3074824627,28.4263549588
245.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,E0257,372389.512184,3144938.9858,-16.3029588032,28.4246838368
246.0,10540,CALLE LOS CALADOS,1.0,3200.0,E0258,372530.678256,3145034.71587,-16.30152831,28.4255615279
247.0,10178,RBLA BENTACAYSE,1.0,3200.0,E0259,372649.685129,3144912.18028,-16.3002999292,28.424467327
248.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,E0260,372831.525964,3145199.35965,-16.298475281,28.4270766684
249.0,10559,RBLA AÑAZA,1.0,3200.0,E0261,372683.517474,3144767.1523,-16.2999385687,28.423161834
250.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,E0262,372445.031316,3144648.74267,-16.3023599869,28.4220699907
251.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1.0,3200.0,E0263,372642.821394,3144591.69116,-16.3003346484,28.421574434
252.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1.0,3200.0,E0264,372932.796248,3144956.71437,-16.297414756,28.4248967948
253.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,E0265,372609.16035,3145234.12561,-16.3007491394,28.4273687385
254.0,10570,AVDA PRINCIPAL AÑAZA,1.0,3200.0,E0266,373046.8,3144976.98,-16.2962531979,28.4250907666
255.0,57282,CALLE ACORAN,1.0,3200.0,E0267,372174.095396,3144242.07841,-16.3050806943,28.4183736079
256.0,10541,CALLE CATAIXA,3.0,3200.0,E0268,372032.922463,3144207.34703,-16.3065178907,28.418046358
257.0,10747,CALLE IBAUTE,1.0,3200.0,E0269,371736.157171,3144040.81695,-16.3095286633,28.4165144255
258.0,10499,CALLE MAYANTIGO,1.0,3200.0,E0270,372379.167236,3144045.09122,-16.3029656253,28.4166159649
259.0,54612,CALLE COLUMBRETE,1.0,3200.0,E0271,372119.158519,3144993.88586,-16.3057247253,28.4251528334
260.0,10744,CALLE TAMARAN,1.0,3200.0,E0272,372160.772698,3145118.03937,-16.305313662,28.4262773162
261.0,56007,CALLE GUAYRE,1.0,3200.0,E0273,372208.537546,3145209.27025,-16.3048361569,28.4271052933
262.0,58207,CALLE TANO,1.0,3200.0,E0274,371951.68663,3145192.97012,-16.3074564086,28.4269330362
263.0,56804,CALLE ATAMAN,1.0,3200.0,E0275,371911.26143,3145179.17794,-16.3078675578,28.4268046062
264.0,56804,CALLE ATAMAN,1.0,3200.0,E0276,371890.677779,3145351.52524,-16.3080968103,28.4283579132
265.0,58401,CALLE CHACERQUEN,1.0,3200.0,E0277,372023.826191,3145348.47,-16.306737212,28.4283433968
266.0,10301,CALLE PUNTA DE ANAGA,1.0,3200.0,E0278,371946.17,3145550.04,-16.3075523337,28.4301548267
267.0,10301,CALLE PUNTA DE ANAGA,1.0,3200.0,E0279,371913.57,3145507.49,-16.3078804183,28.4297676425
268.0,10301,CALLE PUNTA DE ANAGA,1.0,3200.0,E0280,371834.446452,3145398.82211,-16.3086761046,28.4287792201
269.0,10312,CALLE PUNTA DE RASCA,1.0,3200.0,E0281,371742.10492,3145527.99624,-16.3096331381,28.4299358682
270.0,10301,CALLE PUNTA DE ANAGA,1.0,3200.0,E0282,371602.27656,3145087.51587,-16.3110116192,28.4259470732
271.0,57274,CTRA GENERAL DEL SUR,1.0,3200.0,E0283,372111.376668,3146340.34333,-16.3059533511,28.4373030078
272.0,57274,CTRA GENERAL DEL SUR,1.0,3200.0,E0284,372544.244762,3146913.29492,-16.3015972885,28.4425158752
273.0,50711,CTRA DEL SOBRADILLO,1.0,3200.0,E0285,371790.63,3146434.35,-16.3092384472,28.4381198949
274.0,50653,CALLE PETREL,1.0,3200.0,E0286,371746.67598,3146551.18242,-16.3097001839,28.4391699139
275.0,50711,CTRA DEL SOBRADILLO,1.0,3200.0,E0287,371666.624584,3146578.14165,-16.3105204779,28.4394053355
276.0,10325,CALLE LA BREGA,1.0,3200.0,E0289,371684.548252,3147242.60175,-16.3104113928,28.4454034136
277.0,50951,CALLE FAISAN,1.0,3200.0,E0291,371320.733332,3147032.6446,-16.3141026004,28.4434728678
278.0,59474,CTRA GENERAL DE GENETO,1.0,3200.0,E0292,371071.676983,3146995.65843,-16.3166413374,28.4431145124
279.0,51196,CALLE ROBIN,1.0,3200.0,E0293,371154.957305,3146808.91866,-16.3157701894,28.4414375366
280.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,E0294,371229.76579,3146747.20847,-16.3149995196,28.4408880264
281.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,E0295,371308.6095,3146829.43109,-16.3142037148,28.4416378067
282.0,40781,CALLE LA ASOMADITA,1.0,3200.0,E0296,370928.039052,3146852.30442,-16.3180918382,28.4418066429
283.0,10276,CALLE LOMO SAN PEDRO,1.0,3200.0,E0297,370859.358201,3146264.22746,-16.3187272367,28.436492856
284.0,10276,CALLE LOMO SAN PEDRO,1.0,3200.0,E0298,370816.016869,3146104.99326,-16.3191518972,28.4350515875
285.0,10292,CALLE CHINEGUAS,1.0,3200.0,E0299,370679.137095,3146217.05105,-16.3205618873,28.4360492808
286.0,10348,CALLE EL PICHE,1.0,3200.0,E0300,370510.204499,3146317.6373,-16.3222978556,28.4369402567
287.0,10348,CALLE EL PICHE,1.0,3200.0,E0301,370466.929603,3146136.07876,-16.3227192847,28.4352975235
288.0,10369,CALLE EL CAMBULLON,1.0,3200.0,E0302,370637.587,3145964.844,-16.3209578126,28.4337691684
289.0,10452,CALLE SIEMPREVIVA,1.0,3200.0,E0303,370756.80296,3145926.24201,-16.3197364054,28.4334326183
290.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,E0304,370742.318997,3146018.89285,-16.3198946497,28.4342672954
291.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,3200.0,E0307,386944.111309,3155815.41195,-16.1554440774,28.5241827238
292.0,81895,CTRA IGUESTE DE SAN ANDRES,1.0,3200.0,E0308,387060.736765,3156064.20195,-16.154276812,28.5264381268
293.0,40643,CALLE PIMENTEL,1.0,3200.0,E0309,383606.31749,3154400.66873,-16.1894074633,28.5111207436
294.0,10097,AVDA MARITIMA DE SAN ANDRES,1.0,3200.0,E0311,383309.607415,3153577.97212,-16.1923554571,28.5036696117
295.0,40337,CALLE DIQUE,1.0,3200.0,E0312,383260.000745,3153542.82006,-16.1928586848,28.5033479284
296.0,53172,CTRA SAN ANDRES-TAGANANA,1.0,3200.0,E0313,383262.181762,3153646.53185,-16.1928469314,28.5042840885
297.0,01067,CALLE ACCESO CASTILLO SAN ANDRES,1.0,3200.0,E0314,383467.303057,3153725.44127,-16.1907593359,28.5050145987
298.0,10714,PLAZA CONCEJAL ANTONIO COVA DOMINGUEZ,1.0,3200.0,E0315,383161.545403,3153918.72752,-16.193902726,28.5067315338
299.0,10714,PLAZA CONCEJAL ANTONIO COVA DOMINGUEZ,1.0,3200.0,E0316,383108.304743,3153911.72257,-16.1944459514,28.5066635364
300.0,10278,AVDA PLAYA LOS PESCADITOS,1.0,3200.0,E0317,380055.681242,3152606.77497,-16.2254970017,28.4946092404
301.0,40175,CALLE MARIA JIMENEZ,1.0,3200.0,E0318,379945.3542,3152822.33965,-16.2266465203,28.4965444521
302.0,10388,AVDA NUESTRA SEÑORA DEL CARMEN,1.0,3200.0,E0319,378918.934545,3151826.36015,-16.2370270581,28.4874611654
303.0,10433,CALLE PUNTA DE TENO,1.0,3200.0,E0320,371810.480369,3145499.0,-16.3089318903,28.4296809096
304.0,51022,CALLE IRIS,1.0,3200.0,E0321,371305.876658,3146902.76415,-16.3142397976,28.4422993189
305.0,10524,AVDA DE ANAGA,1.0,3200.0,E0322,378549.01804,3151164.23804,-16.2407357309,28.4814513876
306.0,10524,AVDA DE ANAGA,2.0,3000.0,E0323,378385.986326,3150953.53627,-16.2423786752,28.4795346965
307.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1.0,3200.0,E0324,378076.159679,3151298.93292,-16.2455797525,28.4826227842
308.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1.0,3200.0,E0325,378288.077568,3151033.87019,-16.2433871858,28.4802505314
309.0,10206,CALLE DOCTOR FRANCISCO TRUJILLO CASTRO,1.0,3200.0,E0326,377995.243355,3151292.78457,-16.2464055854,28.4825597239
310.0,10400,CALLE FERNANDO H. GUZMAN,1.0,3200.0,E0327,377997.772626,3151026.51506,-16.2463515343,28.4801570069
311.0,10400,CALLE FERNANDO H. GUZMAN,1.0,3200.0,E0328,377870.47,3150862.18414,-16.24763435,28.4786620749
312.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,E0329,377785.333017,3150889.82683,-16.2485068454,28.478903555
313.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,E0330,377888.929843,3150808.6046,-16.247440125,28.4781802753
314.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,E0331,377996.488854,3150841.85891,-16.2463450801,28.4784904535
315.0,10555,CALLE ELIAS RAMOS GONZALEZ,1.0,3200.0,E0332,378067.37,3150888.32626,-16.2456260445,28.4789164333
316.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,E0333,378143.758869,3150920.89701,-16.2448492777,28.4792175141
317.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,E0334,378139.153409,3151052.79018,-16.2449102762,28.4804073566
318.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,E0335,378050.997459,3151026.96699,-16.245807953,28.4801660675
319.0,10555,CALLE ELIAS RAMOS GONZALEZ,1.0,3200.0,E0336,378229.734888,3150862.56921,-16.2439649722,28.4786991701
320.0,54844,CALLE PEDRO PEREZ DIAZ,1.0,3200.0,E0337,377716.334758,3150553.77882,-16.2491758863,28.4758644127
321.0,10547,PZTA DOCTOR PABLOS ABRIL,1.0,3200.0,E0338,378013.796362,3150684.00524,-16.2461515843,28.4770675197
322.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,E0339,377935.331556,3150447.53413,-16.2469279217,28.474926134
323.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,E0340,377907.227302,3150198.37635,-16.2471885464,28.4726749711
324.0,11117,CALLE NUMANCIA,1.0,3000.0,E0343,377188.463742,3150029.92149,-16.2545113786,28.4710872278
325.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,E0344,377344.468889,3150054.61492,-16.2529207392,28.471324762
326.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,E0345,377454.34852,3150184.88377,-16.2518124033,28.472510709
327.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,E0346,377551.721267,3150296.85891,-16.2508298329,28.4735303807
328.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,E0347,377659.01,3150430.31,-16.2497482505,28.4747447868
329.0,10114,CALLE LA ROSA,1.0,3200.0,E0348,377859.928757,3150415.73874,-16.2476946624,28.4746321318
330.0,10114,CALLE LA ROSA,1.0,3200.0,E0349,377690.465,3150078.838,-16.2493896673,28.4715758735
331.0,10114,CALLE LA ROSA,1.0,3200.0,E0350,377628.25965,3149952.30162,-16.250011527,28.4704281055
332.0,10041,CALLE LA MARINA,1.0,3200.0,E0351,377846.806895,3149861.9269,-16.2477699466,28.4696330135
333.0,10041,CALLE LA MARINA,1.0,3200.0,E0352,377866.266983,3150030.96348,-16.2475891268,28.4711603121
334.0,30092,AVDA VEINTICINCO DE JULIO,1.0,3200.0,E0354,377043.742121,3149891.63829,-16.2559746482,28.4698256487
335.0,11141,CALLE ROBAYNA,1.0,3200.0,E0355,377048.427374,3149789.5694,-16.2559159049,28.4689049698
336.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,E0356,377121.212888,3149790.33038,-16.2551726488,28.4689186997
337.0,30084,CALLE PEREZ DE ROZAS,1.0,3200.0,E0357,376971.692573,3149783.45374,-16.2566989215,28.4688425399
338.0,30084,CALLE PEREZ DE ROZAS,1.0,3200.0,E0358,376696.784604,3149826.4654,-16.2595110751,28.4692047263
339.0,30037,CALLE COSTA Y GRIJALBA,1.0,3200.0,E0359,376819.573368,3149925.39038,-16.2582676455,28.4701090818
340.0,30037,CALLE COSTA Y GRIJALBA,1.0,3200.0,E0360,376926.54433,3149943.4123,-16.2571770963,28.4702818239
341.0,30037,CALLE COSTA Y GRIJALBA,1.0,3200.0,E0361,377027.241821,3149958.87134,-16.2561503397,28.4704308369
342.0,11141,CALLE ROBAYNA,1.0,3200.0,E0362,376956.491708,3149896.95536,-16.2568662865,28.4698654004
343.0,11187,CALLE VIERA Y CLAVIJO,1.0,3200.0,E0363,376991.100382,3150039.95372,-16.2565281054,28.4711591547
344.0,30061,CALLE JESUS Y MARIA,1.0,3200.0,E0364,376947.509165,3149722.55081,-16.2569393941,28.4682906392
345.0,30084,CALLE PEREZ DE ROZAS,1.0,3200.0,E0365,376863.522626,3149806.82383,-16.2578061261,28.4690432308
346.0,30014,CALLE ALVAREZ DE LUGO,1.0,3200.0,E0366,376838.344649,3149662.77083,-16.2580478612,28.4677408469
347.0,32624,CALLE VELAZQUEZ,1.0,3200.0,E0367,376336.026826,3149360.65444,-16.2631453919,28.4649668546
348.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,E0368,376514.3631,3149520.42354,-16.2613412909,28.4664255902
349.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,E0369,376682.381075,3149503.43127,-16.259623597,28.4662881458
350.0,11044,CALLE RAMON Y CAJAL,1.0,3200.0,E0370,376829.58041,3149487.63092,-16.258118643,28.4661594696
351.0,10973,CALLE ALFARO,1.0,3200.0,E0371,377146.863132,3149486.64041,-16.2548783063,28.466180465
352.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,E0372,376421.363174,3148990.55492,-16.2622342215,28.4616349872
353.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,E0373,376409.680096,3148935.01336,-16.2623475726,28.4611326457
354.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,E0374,376393.564144,3148834.75212,-16.2625013944,28.4602263119
355.0,20302,CALLE TOME CANO,1.0,3200.0,E0375,376449.883188,3148674.96369,-16.2619091443,28.4587896391
356.0,20573,GTA PEDRO DE MENDOZA,1.0,3200.0,E0376,376916.661629,3148862.47317,-16.2571625574,28.4605259544
357.0,20445,CALLE CALDERON DE LA BARCA,1.0,3200.0,E0377,376800.766331,3148834.33438,-16.2583430598,28.4602610725
358.0,20364,CALLE JUAN SEBASTIAN ELCANO,1.0,3200.0,E0378,376674.184753,3148803.11728,-16.2596323531,28.4599673899
359.0,20364,CALLE JUAN SEBASTIAN ELCANO,1.0,3200.0,E0379,376451.425201,3148746.01124,-16.2619010135,28.4594309532
360.0,20267,CALLE FRAGATA DANMARK,1.0,3200.0,E0380,376356.500053,3148669.89629,-16.262862202,28.4587350588
361.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,E0381,376336.81851,3148611.17117,-16.2630568835,28.4582032286
362.0,20116,AVDA TRES DE MAYO,1.0,3200.0,E0382,376802.132555,3148640.73542,-16.2583084144,28.4585140668
363.0,20116,AVDA TRES DE MAYO,1.0,3200.0,E0383,376997.968817,3148721.54542,-16.2563172166,28.4592618214
364.0,20116,AVDA TRES DE MAYO,1.0,3200.0,E0384,376903.548861,3148695.48911,-16.2572786291,28.4590177677
365.0,20341,AVDA DEL CARMEN,1.0,3200.0,E0385,376586.994125,3148643.16888,-16.2605056024,28.4585156881
366.0,20027,CALLE ALVARO RODRIGUEZ LOPEZ,1.0,3200.0,E0386,376875.234495,3148585.04078,-16.2575559701,28.458018353
367.0,20623,CALLE JOSE HERNANDEZ ALFONSO,1.0,3200.0,E0388,377320.502127,3148993.20217,-16.2530524926,28.4617437725
368.0,20712,AVDA SAN SEBASTIAN,1.0,3200.0,E0389,377632.334442,3149156.02174,-16.2498853389,28.4632424407
369.0,10613,AVDA BRAVO MURILLO,1.0,3200.0,E0390,377598.92,3149034.53,-16.2502136689,28.4621428989
370.0,10071,CALLE VICTOR ZURITA SOLER,1.0,3200.0,E0391,377544.300603,3148796.89434,-16.2507461964,28.4599932211
371.0,10806,AVDA MARITIMA,1.0,3200.0,E0392,377799.381678,3149172.29609,-16.2481811467,28.4634049743
372.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,E0393,376104.925839,3148889.83625,-16.2654548438,28.4606960288
373.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,E0394,375881.311587,3149156.14619,-16.2677670463,28.4630780718
374.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,E0395,375816.077617,3149233.44905,-16.2684415527,28.463769478
375.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,E0397,376107.823808,3148839.95206,-16.2654198876,28.4602461254
376.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,E0398,376172.346349,3148763.48857,-16.2647527787,28.4595622098
377.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,E0399,375800.130817,3149206.42646,-16.2686014915,28.4635240948
378.0,31137,CALLE AZORIN,1.0,3200.0,E0400,376124.020791,3148708.47206,-16.2652403553,28.4590611252
379.0,31242,CALLE VALLE INCLAN,1.0,3200.0,E0401,375906.137352,3148605.71433,-16.2674542562,28.4581130777
380.0,31211,CALLE ALCALDE GARCIA RAMOS,1.0,3200.0,E0402,375801.02348,3148600.29446,-16.2685270552,28.4580541611
381.0,31211,CALLE ALCALDE GARCIA RAMOS,1.0,3200.0,E0403,375740.91,3148699.99,-16.2691516584,28.4589481347
382.0,32686,CALLE GANIVET,1.0,3200.0,E0404,375769.728732,3148844.91921,-16.2688729916,28.4602587891
383.0,31211,CALLE ALCALDE GARCIA RAMOS,1.0,3200.0,E0405,375641.22,3148846.24,-16.2701854422,28.4602584609
384.0,32721,CALLE ALCALDE MANDILLO TEJERA,1.0,3200.0,E0406,375476.852787,3148934.81765,-16.2718735002,28.4610421424
385.0,32791,CALLE MASCA,1.0,3200.0,E0407,375210.204536,3149094.52774,-16.2746137741,28.4624579493
386.0,31346,CALLE CAMINO DEL HIERRO,1.0,3200.0,E0408,375105.152062,3148962.81226,-16.2756722963,28.4612592335
387.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,E0409,375188.415143,3148855.44558,-16.274810395,28.4602982802
388.0,44254,CALLE TIO PINO,1.0,3200.0,E0410,375334.227295,3148779.10144,-16.2733131315,28.4596232626
389.0,44254,CALLE TIO PINO,1.0,3200.0,E0411,375415.60232,3148734.2826,-16.2724773058,28.4592265729
390.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,E0412,375221.315095,3148916.05794,-16.2744809894,28.4608484215
391.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,E0413,375348.43,3149012.29,-16.2731933183,28.4617290191
392.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,E0414,375385.224241,3149043.09839,-16.2728209087,28.4620105643
393.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,E0415,375550.848735,3149183.32102,-16.2711446977,28.4632918137
394.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,E0416,375659.775715,3149273.53016,-16.2700420575,28.4641162934
395.0,31296,CALLE MANUEL DE FALLA,1.0,3200.0,E0417,375539.61,3149269.81,-16.2712688104,28.4640712569
396.0,31354,CALLE SUBIDA CUESTA PIEDRA,1.0,3200.0,E0418,375318.845138,3149277.72788,-16.2735241566,28.4641216211
397.0,31354,CALLE SUBIDA CUESTA PIEDRA,1.0,3200.0,E0419,375177.771402,3149308.10051,-16.2749681161,28.4643822202
398.0,32833,CALLE JUAN DE AGUILAR,1.0,3200.0,E0420,375004.253654,3149801.40951,-16.2767936311,28.4688174315
399.0,22212,CALLE LORENZO TOLOSA,1.0,3200.0,E0421,374828.370887,3149840.94721,-16.2785941493,28.4691573613
400.0,22301,CALLE SAN JUAN DE LA RAMBLA,1.0,3200.0,E0422,374924.01495,3149967.52,-16.2776311134,28.4703087875
401.0,22034,CALLE LA OROTAVA,1.0,3000.0,E0423,375126.036077,3150011.2768,-16.2755726636,28.470723035
402.0,32237,CALLE ELADIO ROCA Y SALAZAR,1.0,3200.0,E0424,375148.957617,3149783.7327,-16.275313909,28.4686717743
403.0,32237,CALLE ELADIO ROCA Y SALAZAR,1.0,3000.0,E0425,375052.646265,3149388.13152,-16.2762545964,28.4650924711
404.0,82086,CALLE LEOPOLDO DE LA ROSA OLIVERA,2.0,3000.0,E0426,375275.185859,3149590.68695,-16.27400389,28.4669417268
405.0,32253,CALLE JOSE RODRIGUEZ MOURE,1.0,3200.0,E0427,375352.636362,3149543.32152,-16.2732078064,28.466521687
406.0,32245,CALLE FRANCISCO DE AGUILAR Y AGUILAR,1.0,3200.0,E0428,375210.665983,3149383.40644,-16.2746403457,28.4650649627
407.0,01129,PLAZA EN DIVINA PASTORA,1.0,3200.0,E0429,375332.807747,3149366.53762,-16.2733911765,28.4649244148
408.0,32276,CALLE JUAN RUMEU GARCIA,1.0,3200.0,E0430,375373.239228,3149357.88656,-16.2729773442,28.4648502088
409.0,32713,CTRA DEL ROSARIO,1.0,3200.0,E0431,375053.345253,3148008.72364,-16.2760979252,28.4526441495
410.0,32713,CTRA DEL ROSARIO,1.0,3200.0,E0432,375142.768261,3148118.50017,-16.2751967092,28.4536433843
411.0,32713,CTRA DEL ROSARIO,1.0,3200.0,E0433,375275.237098,3148296.32878,-16.2738632867,28.4552608631
412.0,32713,CTRA DEL ROSARIO,1.0,3200.0,E0434,374843.046329,3148077.45331,-16.2782527605,28.453244238
413.0,32713,CTRA DEL ROSARIO,1.0,3200.0,E0435,374869.662541,3148189.72746,-16.277993165,28.4542600031
414.0,32713,CTRA DEL ROSARIO,1.0,3200.0,E0436,374704.525834,3148142.74582,-16.2796743041,28.4538201693
415.0,32713,CTRA DEL ROSARIO,1.0,3200.0,E0437,374396.757355,3147823.91474,-16.282782243,28.4509133042
416.0,10411,CALLE TENIENTE ALFONSO GONZALEZ CAMPOS,1.0,3200.0,E0438,374120.241357,3148149.00993,-16.2856412028,28.4538204493
417.0,43413,CALLE ANTONIO JOSE MELO Y NOVO,1.0,3200.0,E0439,374000.493196,3148337.88094,-16.2868846098,28.4555133383
418.0,44471,CALLE CONDE DE PALLASAR,1.0,3200.0,E0440,374055.415081,3148493.83476,-16.2863408248,28.4569260336
419.0,44471,CALLE CONDE DE PALLASAR,1.0,3200.0,E0441,374090.035467,3148422.50105,-16.2859795095,28.4562856313
420.0,43227,AVDA PRINCIPES DE ESPAÑA,1.0,3200.0,E0442,374633.424669,3148347.77677,-16.2804226256,28.4556636266
421.0,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ,1.0,3200.0,E0443,372488.927292,3144537.54573,-16.3018996176,28.4210707906
422.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,E0444,378071.236824,3150780.71426,-16.2455751546,28.477945648
423.0,11119,CALLE UNION ARTISTICA EL CABO,1.0,3200.0,E0445,376897.824241,3148388.6294,-16.2573043158,28.4562479684
424.0,11119,CALLE UNION ARTISTICA EL CABO,1.0,3200.0,E0446,376950.791484,3148373.37704,-16.2567618135,28.4561153211
425.0,10501,AVDA MANUEL HERMOSO ROJAS,1.0,3200.0,E0447,377013.993719,3148284.36028,-16.2561069286,28.4553179485
426.0,11074,CALLE CELIA CRUZ,1.0,3200.0,E0448,377106.04857,3148304.39762,-16.2551690557,28.4555074518
427.0,32713,CTRA DEL ROSARIO,1.0,3200.0,E0449,374872.09692,3148144.16898,-16.2779633624,28.4538490967
428.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1.0,3200.0,E0450,378142.780005,3151223.8133,-16.2448913366,28.4819510979
429.0,57622,CALLE GALDAR,1.0,3200.0,E0451,378204.438202,3151112.54354,-16.2442497879,28.4809527061
430.0,40933,CTRA TAHODIO,1.0,3200.0,E0452,378012.91,3151449.87907,-16.2462417843,28.4839790798
431.0,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,1.0,3200.0,E0456,376866.724741,3148460.00676,-16.2576295122,28.4568891788
432.0,10170,CALLE LA BERLINA,2.0,3200.0,E0457,371365.636855,3147299.35183,-16.3136738777,28.4458841481
