FID,CODCALLE,TEXTO,GRUPO,CAPACIDAD,PTO_REC,UTM_X,UTM_Y,GRAD_X,GRAD_Y
644.0,45122,CALLE MANUEL ORAA Y AROCHA,1.0,3200.0,P0673,375442.922858,3149350.41042,-16.2722649093,28.4647893992
645.0,31242,CALLE VALLE INCLAN,1.0,3200.0,P0672,375902.79981,3148602.56548,-16.2674879989,28.4580843435
646.0,95825,CSRIO CASAS DE LA CUMBRE,1.0,3000.0,P0674,379201.860271,3157271.1235,-16.2347092836,28.536623795
647.0,52307,CALLE ALTAMIRA,1.0,3000.0,P0679,370740.477197,3145654.39395,-16.319872631,28.4309777576
648.0,31772,CALLE SANTA MARIA SOLEDAD,1.0,3000.0,P0678,373853.620563,3148485.32291,-16.2884005036,28.4568297188
649.0,20325,CALLE ALMIRANTE DIAZ PIMIENTA,1.0,3000.0,P0677,376531.548567,3148843.33947,-16.2610932383,28.4603168791
650.0,57227,CALLE PABLO PICASSO,1.0,3000.0,P0676,376214.620285,3148854.16769,-16.264330826,28.4603845551
651.0,44401,CALLE DIEGO DE ALMAGRO,1.0,3000.0,P0675,374761.586909,3147969.09429,-16.2790727813,28.4522585407
652.0,32713,CTRA DEL ROSARIO,1.0,3000.0,P0680,374794.924476,3147895.27539,-16.278724355,28.4515955661
653.0,44447,CALLE RODRIGO DE TRIANA,1.0,3000.0,P0681,374763.598325,3148071.35102,-16.27906335,28.4531815437
654.0,32303,CALLE LORENZO GARCIA DEL CASTILLO,1.0,3000.0,P0682,375218.124289,3149525.99976,-16.2745796222,28.4663525013
655.0,32477,CALLE DESIRE DUGOUR,1.0,3000.0,P0683,375729.995446,3149420.72184,-16.2693408347,28.4654513129
656.0,43065,CTRA DE HOYA FRIA,1.0,3000.0,P0684,374246.336903,3146486.80684,-16.2841723869,28.4388321727
657.0,32237,CALLE ELADIO ROCA Y SALAZAR,1.0,3200.0,P0685,375147.490496,3149787.17945,-16.2753292657,28.4687027387
658.0,31203,CALLE RAMIRO DE MAEZTU,1.0,3200.0,P0688,376056.728838,3148537.30784,-16.2659091166,28.4575100638
659.0,43227,AVDA PRINCIPES DE ESPAÑA,1.0,3200.0,P0687,374715.629534,3148303.47002,-16.2795783888,28.4552716813
660.0,10573,AVDA PICO TEIDE,1.0,3200.0,P0686,371823.51564,3147404.21521,-16.309010464,28.4468755259
661.0,10613,AVDA BRAVO MURILLO,1.0,3200.0,P0689,377650.646146,3149063.36964,-16.2496884993,28.4624080172
662.0,10683,CALLE LA CONCORDIA,1.0,3000.0,P0691,377453.088518,3149327.02377,-16.2517340167,28.4647688194
663.0,20967,CALLE GILBERTO CAYOL LOPOEZ,1.0,3200.0,P0690,376335.071064,3149049.93908,-16.2631218072,28.4621627184
664.0,10245,CALLE MERCEDES MACHADO,1.0,3000.0,P0692,376888.604974,3150865.83635,-16.2576631687,28.4786026462
665.0,43386,CALLE SARGENTO PROVISIONAL,1.0,3000.0,P0693,373939.433667,3147973.45217,-16.2874682593,28.4522186842
666.0,54167,CALLE SIMBAD,1.0,3000.0,P0694,374214.00366,3148529.17475,-16.2847252638,28.4572602597
667.0,32686,CALLE GANIVET,1.0,3200.0,P0695,375919.806688,3148967.38891,-16.2673536069,28.4613783009
668.0,10294,"CALLE LA RABASA, TRANSVERSAL",1.0,3000.0,P0696,375370.680701,3147852.11412,-16.2728406624,28.4512611869
669.0,42947,CALLE JOSE MIGUEL GALVAN BELLO,2.0,3000.0,P0697,375080.187217,3147342.35925,-16.2757516533,28.4466331431
670.0,42352,CALLE ELISA GONZALEZ DE CHAVEZ,1.0,3000.0,P0702,375790.553558,3148550.28448,-16.268628581,28.4576018504
671.0,11044,CALLE RAMON Y CAJAL,2.0,120.0,P0001,376621.901796,3149497.04983,-16.2602405545,28.466224835
672.0,10273,RBLA DE SANTA CRUZ,3.0,120.0,P0004,377591.60166,3150452.99134,-16.2504391222,28.4749431457
673.0,31211,CALLE ALCALDE GARCIA RAMOS,2.0,120.0,P0017,375810.406968,3148649.09779,-16.2684364929,28.4584954789
674.0,50974,CALLE GANSO,2.0,120.0,P0035,370536.621864,3146606.27465,-16.3220605371,28.4395476288
675.0,01101,CALLE URBANIZACION ALDEAS INFANTILES,2.0,120.0,P0701,368639.765593,3145390.50486,-16.3412882426,28.4283867154
676.0,50587,CALLE MARIA DE LA PAZ,2.0,120.0,P0034,372406.613476,3146460.54055,-16.3029524292,28.4384166031
677.0,40821,CTRA LOS CAMPITOS,1.0,120.0,P0700,376414.624946,3150716.31413,-16.2624881728,28.4772084244
678.0,82287,CALLE LAS TOSCAS,2.0,120.0,P0699,382859.790897,3161131.751,-16.1977217126,28.5717991069
679.0,10534,CTRA CHAMORGA,2.0,120.0,P0698,386591.676834,3160845.65409,-16.1595425714,28.5695485672
680.0,42247,PLAZA DE ROQUE NEGRO,2.0,120.0,P0703,378033.829993,3158028.52966,-16.2467261948,28.5433499034
681.0,95261,PLAYA LAS TERESITAS,1.0,3000.0,P0706,383756.323927,3154091.24145,-16.1878435552,28.5083416701
682.0,95261,PLAYA LAS TERESITAS,1.0,3000.0,P0705,383993.126485,3154257.92928,-16.1854410187,28.5098671031
683.0,95261,PLAYA LAS TERESITAS,1.0,3000.0,P0704,384405.348146,3154369.31909,-16.1812405809,28.5109090409
684.0,44842,CALLE PEDRO SUAREZ HERNANDEZ,1.0,3000.0,P0707,374833.744079,3148948.89535,-16.2784423722,28.4611076202
685.0,20116,AVDA TRES DE MAYO,1.0,120.0,P0708,376566.317361,3148637.71741,-16.2607161633,28.4584645347
686.0,31002,CALLE JUAN DE MIRANDA,1.0,3000.0,P0709,376115.272195,3149498.39837,-16.2654146131,28.4661889656
687.0,51923,CALLE CONVENTO,1.0,3000.0,P0710,369261.318379,3146765.11349,-16.3350988569,28.4408539199
688.0,57711,PSAJE LOS BANQUITOS,1.0,120.0,P0044,386955.712121,3155945.80469,-16.1553383675,28.5253604954
689.0,40202,CALLE SAN JUAN EVANGELISTA,1.0,120.0,P0025,379964.000421,3152388.31555,-16.2264107567,28.4926292911
690.0,43966,CALLE DOMINGO SALAZAR COLOGAN,1.0,120.0,P0565,374396.762209,3148653.63762,-16.2828725916,28.4584010771
691.0,44672,CALLE PEDRO DOBLADO CLAVERIE,3.0,120.0,P0026,374184.56595,3147913.59655,-16.2849586864,28.4517021854
692.0,32713,CTRA DEL ROSARIO,1.0,120.0,P0711,374865.810638,3148262.82571,-16.2780404319,28.4549193046
693.0,20623,CALLE JOSE HERNANDEZ ALFONSO,2.0,120.0,P0003,377228.201661,3148815.93667,-16.2539761835,28.4601353504
694.0,82217,CALLE ANTONIO MACHADO,1.0,120.0,P0038,375898.843384,3148881.63927,-16.2675584492,28.460602461
695.0,51923,CALLE CONVENTO,1.0,120.0,P0036,369261.053795,3146728.07174,-16.3350973605,28.4405196192
696.0,59072,CALLE AGANA,1.0,120.0,P0049,372072.496729,3144986.40971,-16.3062002347,28.4250807962
697.0,10522,CTRA EL BAILADERO,1.0,3000.0,P0712,382286.722714,3158757.64952,-16.203336362,28.5503220548
698.0,20581,AVDA LA SALLE,1.0,120.0,P0715,376994.346656,3149178.92961,-16.2564030235,28.4633891478
699.0,57587,CTRA ALMACIGA,1.0,3000.0,P0714,382290.192823,3161030.94689,-16.203534266,28.5708378719
700.0,57587,CTRA ALMACIGA,1.0,3000.0,P0713,383392.119632,3161138.63722,-16.1922804905,28.5719091792
701.0,10289,CALLE NISAMAR,1.0,3000.0,P0716,373219.986792,3144989.92923,-16.29448667,28.4252244486
702.0,47353,CTRA LAS GAVIOTAS,2.0,3000.0,P0717,385050.722243,3154694.50013,-16.1746792823,28.5139008716
703.0,11141,CALLE ROBAYNA,1.0,3000.0,P0719,376857.97107,3149972.19088,-16.2578804999,28.4705350602
704.0,56472,CALLE SUBIDA AL MAYORAZGO,1.0,3000.0,P0718,374001.36069,3147186.2861,-16.2867499186,28.4451209497
705.0,10606,CALLE VOLCAN CHAORRA,1.0,3200.0,P0720,371646.122084,3147387.43692,-16.3108198509,28.4467066761
706.0,10095,CALLE MENDEZ NUÑEZ,1.0,3200.0,P0721,377218.49087,3149902.84051,-16.2541911685,28.4699432134
707.0,21046,CALLE GUMERSINDO ROBAYNA GALVAN,1.0,3000.0,P0722,376749.450579,3149184.07699,-16.2589044938,28.4634124761
708.0,10965,CALLE VALENTIN SANZ,1.0,3000.0,P0723,377505.985064,3149504.96482,-16.2512127373,28.4663796227
709.0,10257,CALLE DOCTOR JOSE NAVEIRAS,1.0,3000.0,P0724,377160.942834,3150504.17267,-16.2548430281,28.475364514
710.0,30126,CALLE JUAN PABLO II,1.0,3200.0,P0726,376802.170845,3149719.95901,-16.2584234047,28.4682535235
711.0,32187,CALLE BUENAVENTURA BONNET,1.0,3200.0,P0725,375444.31071,3149404.6643,-16.272256601,28.4652791431
712.0,52412,CALLE CAPITANA,1.0,3000.0,P0728,371253.94127,3145270.08495,-16.3145879072,28.4275603485
713.0,32493,CALLE FERMIN MORIN,1.0,3000.0,P0729,375815.786079,3149514.46978,-16.2684748173,28.4663055113
714.0,32485,CALLE DOCTOR SALVADOR PEREZ LUZ,1.0,3000.0,P0730,375742.472591,3149579.54136,-16.2692305422,28.4668857622
715.0,40821,CTRA LOS CAMPITOS,1.0,3000.0,P0731,375859.393627,3149981.55554,-16.268079811,28.4705248604
716.0,59474,CTRA GENERAL DE GENETO,1.0,3200.0,P0309,371017.205156,3146861.61751,-16.3171825065,28.4418995021
717.0,40403,CTRA TAGANANA,1.0,3000.0,P0732,381267.82707,3159529.19226,-16.2138300825,28.5571921574
718.0,10499,CALLE MAYANTIGO,1.0,3200.0,P0733,372721.903,3144291.605,-16.2994943125,28.4188740408
719.0,42286,CMNO DE TABORNO,1.0,3000.0,P0734,376303.337316,3159531.34264,-16.264573639,28.5567482869
720.0,11154,CALLE COMADRONA DOLORES DABAN,1.0,3000.0,P0735,372604.38725,3147106.02874,-16.30100452,28.4442610497
721.0,10125,PASEO TOMAS DENIZ,1.0,800.0,P0736,380007.200081,3152575.5648,-16.2259889961,28.494323116
722.0,10369,CALLE EL CAMBULLON,1.0,3200.0,P0737,370549.591,3145997.474,-16.3218598296,28.4340549099
723.0,21425,CALLE RAMON GIL ROLDAN,1.0,3000.0,P0505,375935.497375,3149778.02184,-16.2672806574,28.4686953236
724.0,31025,CALLE PINTOR RIBERA,1.0,3000.0,P0738,376093.330429,3149515.95194,-16.2656405791,28.4663452923
725.0,44834,CALLE JUAN RAMON JIMENEZ,1.0,3000.0,P0740,375935.394535,3148725.92551,-16.2671684321,28.4592007039
726.0,11187,CALLE VIERA Y CLAVIJO,1.0,120.0,P0739,377119.673206,3149926.08873,-16.2552028544,28.4701437062
727.0,22347,CALLE GARACHICO,1.0,3000.0,P0741,374926.396125,3150150.65308,-16.2776266799,28.4719616863
728.0,10121,AVDA LA CONSTITUCION,3.0,120.0,P0743,376978.909221,3147951.01224,-16.2564296202,28.4523063342
729.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,P0742,371456.577654,3146958.70644,-16.3127073863,28.4428190121
730.0,50943,CALLE DONIS,1.0,3000.0,P0744,370900.248,3146601.705,-16.3183475381,28.4395424058
731.0,43854,CALLE ELIAS BACALLADO,1.0,120.0,P0597,374241.06612,3148807.29941,-16.2844792614,28.4597727816
